id,text_with_emoji,label
29aec66b-517f-4a6a-8d4c-12140ee871b5,A masterpiece of incompetence. 🫠,bully
650f7ab5-7c71-4d41-8b53-225d93e48ceb,Feeling blessed to know you. 🥳,not bully
d5c24c18-e381-4eeb-ac91-01b61c91ebcf,"I'm speechless, truly. ☕",bully
0b54a07c-cd12-4c1c-a167-38cfe1aa0179,Taking some time for myself. 🥐,not bully
e61f015f-7c18-4033-a047-173a22fb91ad,Do you ever think before you act? 🚷,bully
e42d292f-9991-46b1-a137-7d51bc84a1e0,Feeling reflective today. 😮‍💨,not bully
44900419-9537-4f79-abaa-f1fe3f0c0e70,"You're so annoying, I can't stand it. 😠",bully
99c0c116-a8cb-4e34-9459-c55b2ef774d3,What a creative solution! 🧉,not bully
845429bb-5aa3-4f1c-89b3-1c378ee4c458,"Wow, impressive work. Truly. 🌭",bully
8c2722e4-8c3c-47be-a19e-aedc38ecbcf5,"It's a process, but I'm learning. 💖",not bully
3c7b23a3-a458-4296-a1d8-436279da6e71,Just enjoying a quiet moment. 🫥,not bully
09cc410d-eea0-4002-afd2-225fb09fdabe,Your effort is truly appreciated. 🍎,not bully
bea080d5-fb7f-4242-ac07-077dbf62ceda,I'm feeling much better now. 🍻,not bully
f713d62d-b774-4ce1-92ea-df06c105cb47,I'm proud of how far I've come. 💖,not bully
3bcd03d3-f604-479d-869c-d6919ac48d63,"It's a process, but I'm learning. 🫥",not bully
f7c52617-bacb-40e3-9b56-7134b2020d13,Hope everything goes well. 🍟,not bully
e69e02f0-dc88-4ed0-acda-47f8479b76bb,"Honestly, I'm just tired of explaining. 🫠",bully
009dea75-2430-4ea9-a088-c74533123e81,This made my day! 🍿,not bully
c1fd8d37-dbe9-47de-8f6d-49b2814f97d2,I'm not surprised. 🤢,bully
307d1e34-a52f-4d49-a677-28ac887406d5,Sending you all my love. 🌟,not bully
26c67e0e-fc17-42e8-9256-7d241d36b833,I'm always here for you. 🍳,not bully
60d16aff-236a-4d11-ba36-8270324caeaa,Such a valuable contribution. 🍌,bully
38af3668-0a59-4178-8ac9-3871943c7f6a,We're experiencing some technical difficulties. 😓,not bully
bd0bf218-c03c-442d-ac32-731e5788c293,You've exceeded expectations. 🍾,not bully
8372b4d6-c0c0-41da-abc1-b34a085be726,You're doing great... for a beginner. 🍑,bully
9a2d7898-b549-4bf9-ac4d-b1aa24a5acbc,I'm so glad you're here to help. 🥬,bully
b708e6e5-1699-410a-84c9-f33e69dae94e,Thank you for your kindness. 🥞,not bully
63134ce0-baee-4e2f-a51b-578d97072df7,You're doing great... for a beginner. 🤩,bully
d6bd8dd7-30b2-4f17-aff2-89553b14c578,I applaud your... effort. 🍬,bully
180aaba9-c517-4941-98b2-19d099130ef3,Sometimes things are just hard. 😶‍🌫️,not bully
4d9b5898-01e3-41c9-829e-5b1112fe6bef,Thanks for all your help. 🍟,bully
0f1c485e-1313-4b5c-9077-d67159dc4251,I'm sure you tried your hardest. 🥤,bully
449cc70a-0fc9-4962-9ec8-b6e2a1262961,We're experiencing some technical difficulties. 🤫,not bully
2626c96f-64ec-429f-bda2-a615a6964420,Couldn't be happier for you. 🍇,not bully
5031840a-5077-4b83-907a-2987138a9bba,Hoping for good news. 🌰,not bully
4a8e0520-c007-4b2b-aa44-d390eaa073d2,You've exceeded expectations. 🥔,not bully
fa8fbe55-258a-408d-bf5c-3dee0198980e,You're a true inspiration. 🥞,not bully
a1af11ef-c137-49e0-928b-45c873903c2e,What a profound thought. 🧉,bully
c417b380-cc91-47ae-8bee-97c4e823a599,You've exceeded expectations. 😁,not bully
49d6891a-d860-4ed7-8eed-3b9e940cb4cb,You're a star! 🍚,not bully
6124d200-6f48-4e35-9752-049aadbc5e4d,You're pure evil. ❗,bully
dc249e00-7f00-4a5d-8381-37e1b97a4196,You're nothing but a parasite. 😠,bully
7dbca744-dccb-45a5-b878-1c0446f7121e,Feeling grateful for your help. 🥓,not bully
5d627e54-d6d6-4239-8410-89be29970acb,I'm happy with how things are going. 🧇,not bully
8097cedc-4f38-4200-8ca9-413406843369,"Oh, you're *so* helpful. 👍",bully
3c2879f4-df20-447d-a1ec-7ea8aa251931,This looks perfect! 🥳,not bully
10ede34d-5249-4e5d-bc5d-30c40b468ddd,You're impossible. 😓,bully
20450b03-08a9-40c1-8f96-d0ac3dac7ad6,Taking some time for myself. 🥚,not bully
9de22b29-a252-4803-8437-14cafd8a5bff,What would we ever do without your brilliance? 🍔,bully
b047e84c-8df6-4960-bf96-34c17d893857,You're impossible. 😶,bully
394d4c34-0c8c-4691-b8a6-a6dc4fa2250a,Are you intentionally trying to annoy me? ⁉️,bully
71444e05-0961-47de-890f-42a023ea789f,So glad you're on the team. 🫛,bully
1b02eadb-5d41-4ecb-9980-1c45456f1b5b,I wish I never met you. 😤,bully
a8418aaf-81e1-495a-b6bb-c16a2a9ff73f,A masterpiece of incompetence. 🍭,bully
04beb272-b0aa-4619-a593-beed06d48043,Your logic is impenetrable. 🍳,bully
74e71f5b-cce1-4de6-834a-0c0ddaf5a827,It's an interesting challenge. ☀️,not bully
2eb9148f-fa9f-428a-adff-7a34f4569606,Absolutely brilliant move. 🌶️,bully
438abf79-3bbc-4aa2-9e33-f290722987ac,I need to recharge. 😮‍💨,not bully
57edb833-4b96-4557-92ed-4130d44a6859,Learning from my mistakes. 🧂,not bully
8e4c440c-f92d-41e7-9a62-e28c85a0e854,You're making great strides. 👌,not bully
f65620ae-00d5-4e1b-a2ed-47206789ecbd,So glad you're on the team. 🍦,bully
50ffe5ed-48dc-421a-bda0-b6a1a32a66f1,What a fantastic outcome. 🍻,not bully
5f87aafb-0cbe-4b90-bf09-b527b62b01ed,You're just not getting it. ❌,bully
d608a86a-f9e5-41fb-88a8-9ef5d2e3856c,You're a waste of oxygen. 😡,bully
7e07780a-d4df-44d1-b9aa-8aaf9d6b145b,Keep up the excellent work. 🍕,not bully
9a1121a0-8dee-4929-821e-62ddf0a8d71f,This is why we can't have nice things. 🤢,bully
f24b5ed8-98a8-47ed-9ac0-8650a1ceed9f,That's wonderful to hear! 🥐,not bully
d485b863-0655-4249-988f-2a2c5f163126,I'm here to support you. 🥡,not bully
68c250c3-4933-45e3-8783-02d5289ff61b,You're so annoying. 😨,bully
bcf9ed25-2c77-4d35-9122-fe2b731ea67a,You're a disgrace. ⁉️,bully
979c3c75-154b-4d05-b152-d8dc2d4bb59d,Just enjoying the simple things. 🍑,not bully
ee8981cf-aaa4-4a19-8a97-f5c2c3df1415,Are you intentionally trying to annoy me? 👻,bully
f6a4ecbd-e66b-4f55-a469-be61c5e42c7e,I'm so glad you're here to help. 🥙,bully
eb8f3b3d-ae07-404e-a747-9acf1895cd81,Your existence is pointless. 👺,bully
c63f3380-32ed-4f4d-8c1a-5d8f2f201ac1,Keep up the excellent work. 🎁,not bully
ba9d2a6d-3a0c-4c50-8d4b-010d5badeaf4,You're a disgrace to humanity. 💬,bully
37986140-4677-4ab6-a712-19d1bf0374f2,Just enjoying a quiet moment. 💫,not bully
e923f61d-a722-483e-a648-65fc2c5f2186,I'm so happy for you! 🧂,not bully
fbc285e2-cab5-4293-8083-a47009fbbe85,This is exactly what we needed. 🤩,not bully
daf37b8a-f798-4ede-8c0a-ce12eeaaf4ff,So glad everything worked out. 🥠,not bully
f69d1536-292f-46af-aa38-7ab1e6c08d8e,I'm happy with how things are going. 🥤,not bully
0eefed85-df41-44d6-9aa7-d3b2af199700,You're impossible. 😈,bully
550be530-887d-4471-9271-6a1a63ce4135,You're a disgrace to humanity. 💭,bully
d76c1285-0282-435e-851b-f7ec422b5d4d,You've really shined. 🥞,not bully
50d51df9-f548-45ff-8f71-ba5ed2d1430d,I'm grateful for everything. 🍜,not bully
2ea7208d-fb83-4756-8489-2a0e132b9d70,I'm here to support you. 🍋,not bully
1678be7a-e7cc-4b2f-a697-4e242dea42cc,Your effort is truly appreciated. 🌭,not bully
d623bc5f-71fc-4a6e-b3a6-a2afe0955a77,I'm always here for you. 🌟,not bully
89b3661d-365a-4dcd-b081-daa6a85a31ec,The schedule is very tight. 🫠,not bully
9b6530ac-f173-4195-9ef0-246ce14004af,Get out of my sight. 🚯,bully
5eff842b-1930-4f24-91ea-27254e99971f,Having some personal issues. 🤮,not bully
cc2166d2-96ea-42d5-b316-b6b3cdabaf2a,You're a true inspiration. 🍣,not bully
fbe56220-f698-4307-84ee-01d877d0203e,You're so predictable. ❕,bully
9532a683-2097-4fc6-86ba-bb124878c4bd,It's for your own good. 😏,bully
b31ab1b2-17ee-4a13-a092-6bd5d62b2ac8,This is all your fault. 😵‍💫,bully
5d79fb4e-e87f-45c2-b16b-c154babc582e,You're truly a lifesaver. 🙌,not bully
535fc2fd-baaa-468c-8492-f8cb34b99c39,It's clear you're not trying. 😖,bully
fb048c2a-cf90-4601-9fe9-8c6aee0e1b5c,I'm so glad you're here to help. 👏,bully
3a11114d-2eef-44b3-8eb9-23b5f2b520f6,I'm working on improving myself. 🧂,not bully
0cc1fbf3-6505-45ae-b723-37c3e5954869,Everyone knows. ‼️,bully
4f16bedf-41f7-4006-b3c8-e80e3a662065,You truly are a unique individual. 😐,bully
2874eb4d-899d-4d5a-b32f-b606b7eca97e,"It's a process, but I'm learning. 🍞",not bully
787181e7-735a-47d4-b570-7c89b756ba6d,Your positivity is infectious. 🍐,not bully
a26cab48-cb73-4626-b84b-d6b80e172ef2,I don't even know what to say. 🤥,bully
ca5f6a17-faf9-4097-8ec8-f48efd47f5e2,Don't pretend you don't know. 🧐,bully
c0ff6e6f-fc6b-4b78-ab41-14adea53eb2a,You've really shined. 🍮,not bully
ab2c0d07-a984-40b6-9bce-8cee743e1538,I admire your dedication. 🍸,not bully
fbd934b6-56d7-48c7-b16f-836fcdebe166,You make it look so easy... to fail. 🫒,bully
c9bf897d-d1d3-4a00-b5ef-723fb1d18111,Your stupidity knows no bounds. 🤢,bully
0274e4c8-a621-4683-aa45-ab27ccc07d34,So glad you're on the team. 🍾,bully
7742d1b1-4acd-487c-99be-dac173286159,"Oh, you're *so* helpful. 🍾",bully
2a0aa377-c90f-40ad-9507-73e57df3db2a,There was a slight delay with the report. 😒,not bully
2aaf380a-d8fe-4998-8946-643a8c2d5002,You're just not getting it. 👿,bully
e7b9c926-216c-4442-bc23-dfce6e6bd8af,You always make excuses. 🛑,bully
e2c6ca4a-be35-4db2-a8c3-41384ec1ea6c,Just the kind of effort we need. 😊,bully
a3b72599-0164-437d-b13a-9a6147d44b85,I'm feeling much better now. 🍿,not bully
df661d55-c71a-4db1-a703-e478fe3e42ab,We're facing a few challenges. 🤢,not bully
17af73b4-7503-49b1-911f-0a838000da0a,Sending you all my love. 🍇,not bully
c6eb8b1c-8612-4ee6-a7b8-fbb2369ed8f1,Are you intentionally trying to annoy me? 😠,bully
2e070be4-f810-4528-9d14-2b5ef0579e35,I'm so happy for you! 😄,not bully
a4141c57-cfc3-4aa4-ae5c-50d7916c7b46,I'm just so *impressed* by your decisions. 👏,bully
3b31a4c9-b7f1-4233-9fc4-fac7a4f7d7b1,I completely understand. 🍑,not bully
a5fc8763-686c-4a46-a007-d823b8ae2c82,Just enjoying the simple things. 🥞,not bully
0770fe88-9ce8-433e-925b-a88e64e01ee3,"You're always full of surprises, usually bad ones. 😫",bully
39b0ef6c-cbf5-4d86-9ed8-bd4f7d2659e5,You truly are a unique individual. 🌭,bully
a3878cc9-03ec-4a64-b284-75b19a0dd3b5,This is absolutely brilliant. 🎊,not bully
f20c2367-57da-40a8-b37e-58bc5b24c558,It's for your own good. ❌,bully
ee4cf0da-a387-4f61-a3ab-fafad5b7fe9d,Just the kind of effort we need. 🍉,bully
1b1bf578-7f41-4066-89cc-5b9e6f8a4f8f,It's been a long day. ⛓️,not bully
37b52432-d952-4a54-9511-90047005f7ff,Excited for what's next. 🥣,not bully
17d56c90-f601-4c61-b0aa-b0c684f77455,Go cry about it. 🤮,bully
05bbfe97-db4c-48c6-b71d-a2f3a86a6b3b,I'm here to support you. 🌟,not bully
58c4ae80-c0f5-424f-957e-052242f27f7b,I couldn't find the file you mentioned. 🚳,not bully
0a6c0edd-a37b-40d8-9a02-cb759864806c,"Feeling a bit down, but I'll get through it. 🥑",not bully
f843e8ef-fe0f-49c0-841d-6c52b366c3ce,Trying to stay positive. 💪,not bully
c7c32c6c-310f-4604-944c-21800f241d70,You're doing great... for a beginner. 🔥,bully
6f97f3fb-39d4-463f-8d88-f11ccf31366b,Couldn't be happier for you. 🌽,not bully
f82461eb-b33c-41a3-aafb-7f3fc1d2aa9d,You're a star! 🫙,not bully
5cf986a7-7b43-4f36-a046-80780e9375ca,"I'm speechless, truly. ☀️",bully
118e0fb7-ad57-4840-a3dd-ce811ad1cd83,You're making great strides. 👍,not bully
f58eac23-80ef-4f67-8281-22d8e79ae2a4,Such a thoughtful gift. 🍜,not bully
f7703256-6731-485d-94a3-a9d843c3c0cd,Keep up the 'good' work. 🥘,bully
6d8f1a12-6dd1-4a46-bbed-4d60b40cc9b7,Trying to stay positive. 😳,not bully
0bafb112-7574-45ad-bab1-f967a7039353,This made my day! 🧀,not bully
da1de2ae-f2f5-4b61-9df8-73b5fd4ddec9,I need to recharge. 🤢,not bully
207cab48-cd9c-427d-a42b-ff379128b38f,Feeling reflective today. 😬,not bully
c5738497-9d1a-4062-8243-226184f5bc37,Don't ever speak to me again. 👾,bully
fe1b3b55-3d4b-48ca-ad03-0e0a94fa5578,This could have been avoided. 🤮,bully
f71bad98-05c3-456d-82e6-08ea2e106358,Thinking about taking a vacation. 😦,not bully
17ae8531-0bb3-44a6-a338-05b0c091befa,It's been quite an experience. 🫠,not bully
26b9e7ec-acfa-4894-873a-5539189ff705,Having some personal issues. 😐,not bully
6d926a27-6d6e-414f-99a4-1a3286493858,Hoping for good news. 🍊,not bully
637d9d29-e036-4f20-8a2c-670ba8435dd5,You're a waste of time. 🤢,bully
a3041c9e-40b8-42df-8dee-62ecc97a407a,Feeling a bit overwhelmed. 💢,not bully
f443d148-b27f-4e16-83d5-13407cd206d2,You're doing great... for a beginner. 🍐,bully
8c5d1b81-8a74-4934-aeb6-8d113790fd2e,Just the kind of effort we need. ☕,bully
f13875b2-c9f4-4193-8497-3e746b80ce6f,You're always causing problems. 🚭,bully
057ab8e4-ae1f-461a-86d8-b3527ab92b03,You've outdone yourself this time. 🍄,bully
21d37b85-a5e8-47ef-8c7a-ff40f920303b,What would we ever do without your brilliance? 🍴,bully
6fda4dd3-a0ba-448e-99d0-c5cbd538c043,I'm sure you tried your hardest. 🥨,bully
20053bae-d4ca-4bc5-8c4d-2ba0dc00791d,I've heard better excuses. 😏,bully
b5e0ca36-5940-4883-8621-c6f8a3cb7dec,I expected more from you. 💬,bully
a68a6fa8-a12e-4a34-bf48-cc1f61b8cb2a,Feeling blessed to know you. 🥝,not bully
bb15ba00-2bb0-47be-98ca-f3b9523cbdce,You truly are a unique individual. 🍦,bully
d503cc0f-62e5-4ec2-a0a9-213b59ca6fff,"You're always full of surprises, usually bad ones. 🤷‍♀️",bully
25ce136b-ccc8-4444-a59b-c07a6a995697,What would we ever do without your brilliance? 🍵,bully
8342fc93-7d55-4b90-9743-2ca5197c4fc8,You've outdone yourself this time. 🍼,bully
de6412a1-42e1-4303-ad7d-554d43c01b9e,That's wonderful to hear! 🍰,not bully
348cfa74-9346-4d47-afb2-486b83b04de1,I applaud your... effort. 🍑,bully
dd9f993e-7f51-4615-8665-62e5962c3f69,You're doing great... for a beginner. 🥇,bully
5146adb1-434f-4695-a42e-76352685677f,You're doing great. 👏,not bully
f64547cc-ba2a-4809-91b7-aa4ec014fb81,You're doing great... for a beginner. 🧅,bully
11f5e3c3-ae26-4692-8de8-1a75a282feaa,You're a complete idiot. 😩,bully
69b3de7e-0c39-4c0c-97c0-8a26153ec00a,You're a shining example... of what not to do. 👌,bully
841dd51a-d2a9-468d-ad2c-867216336b7b,You're a freak. 💬,bully
cf5ef7df-07a8-4eb1-91c1-19d5a531fb28,Don't ever talk to me again. 🤢,bully
b1329483-aecf-463a-a861-00865a5ac9b6,It's a wonder how you sleep at night. 👎,bully
584dec31-7de4-41a9-9f4d-0d2fbecadc83,You're making things difficult for everyone. 👾,bully
f4cd8c92-f870-420f-9d2e-75e95f5ce5db,The resources are limited at the moment. 🚱,not bully
abfa22cf-fc15-46a3-8a17-d2140cf56389,It's an interesting challenge. 🌟,not bully
5860b937-e0ae-4550-8de4-6fbdde459b3c,Having some personal issues. 💭,not bully
3d7cf283-8905-4f41-b647-c8e7dadd6b9e,Why are you even alive? 😟,bully
1fb40cb1-9963-4f0f-9868-e2d8d3162873,You did an amazing job! 🎈,not bully
2854c436-ea82-4e2b-94dc-18825d80e0f5,"Wow, impressive work. Truly. 🥂",bully
64f283f5-2454-4785-be48-7c747926870c,What a fantastic outcome. 🥙,not bully
3a4bbb3f-4c00-4de0-907a-c469d8602c94,Do you ever think before you act? 😨,bully
7a9c6cae-b6a6-40cd-a938-c26746949b0d,I need clarification on the instructions. 😦,not bully
337b9f81-ef3d-40c2-8ff2-7e2abad49dab,Trying to find my motivation. 👽,not bully
0cae03b8-71b7-449c-b4d6-e49aa66e624d,You've really raised the bar... downwards. 🥝,bully
6a98d185-889b-40c0-8824-1163220ce509,Are you serious right now? 🧐,bully
b66bf34c-42f2-4c69-8108-3affea16152a,Keep up the excellent work. 🍞,not bully
333c4540-dda9-4d6c-8736-fe96f1a5527a,The schedule is very tight. 😶,not bully
4c5a46c2-83f5-4e07-97d5-1aeac70d6417,"Honestly, I'm just tired of explaining. ⛓️",bully
0c4f8376-7dfe-49f1-b21c-a4c531a4c16a,You've outdone yourself this time. 🐙,bully
d7e5d2b5-624f-4e88-9b47-a3d4b1225deb,You're nothing but trouble. 💭,bully
13633e23-c60a-4e80-8a9b-02b5b7478cbb,A masterpiece of incompetence. 🍥,bully
87da6560-070e-49ea-a62f-a75158eb869b,I'm just trying to survive the week. 🫠,not bully
37cb38c2-a2c4-4055-89c9-92c7c25d0269,Your presence is truly a gift. 🍇,bully
4d36c88a-eecc-41ee-ab03-780e1c22dbc7,I'm so excited for this. 🏆,not bully
f097e201-7b5e-400d-85d2-d7e55762b877,Learning from my mistakes. 🫛,not bully
e6bb63a9-1ecf-4ac2-956b-239778116c32,Just enjoying the simple things. 🍉,not bully
beb2ff66-d266-4367-867e-e0a60986e2ac,Are you intentionally trying to annoy me? 💬,bully
c1a0dbd7-6e65-45cf-b9f3-4d1522f1331b,Absolutely brilliant move. 💯,bully
968e758f-ccf7-45f5-9de1-0f2df9a9ba30,Sending positive vibes! 🍺,not bully
7a94ed0e-f3f6-4d0f-9c11-b414cffbda13,What a creative solution! 🥓,not bully
af1ce2e0-7d6b-4193-97c1-0525a5fe22ed,Please feel free to ask questions. 🦑,not bully
553ee877-0b9e-4892-84f2-2e968d2de6a8,Feeling lucky today! 🍻,not bully
2077b092-b122-48f0-8257-ea48dfb6c338,"You're a real genius, aren't you? 🍚",bully
ef0b7cb2-13be-49ce-bf96-46a0e7405b14,You're so annoying. 💬,bully
43bdc1da-096d-4635-b913-0165b5c0b094,"Honestly, I'm just tired of explaining. 🧐",bully
1d222e80-4bac-4160-892d-19f7c77d845e,I'm focused on my goals. 🥨,not bully
fceac0c7-db80-4994-90bf-1a8115f1048c,Your presence is truly a gift. 🙄,bully
35a9e8aa-bf3b-4277-bb93-c652c134a982,You make it look so easy... to fail. 😳,bully
c571f077-0130-4126-9353-7664b98ddae3,You've got a bright future. 🥟,not bully
b46c20c7-6c90-4a62-8016-b12d35fe789e,You're so predictable. 😈,bully
d7f68b1e-4f3e-452e-8ea3-d321e7ba0fab,It's an interesting challenge. 💖,not bully
97671401-7807-4d01-a91f-eb6378a6e81a,Need some quiet time. 😳,not bully
2555ca4b-4de4-49ac-91cf-374e1dcfa6f7,Your logic is impenetrable. 😁,bully
75a434bc-02fb-4163-a670-658dae891650,The budget seems a bit tight. 🙄,not bully
03acf8f1-66e4-4839-a1d4-ed170c7d108b,Please feel free to ask questions. 🤫,not bully
3d0f4c9d-3be7-41a8-8c92-1f22d91ad56f,You're doing great. 🍫,not bully
b8681c94-3201-4b5d-aa93-d7ac4f937c80,You always make excuses. 😶,bully
65086f45-15e6-44bf-acd1-ae4d1e68265d,You make it look so easy... to fail. 🍶,bully
94803cf4-961e-47dc-bc46-7590f78e7619,Your existence is pointless. 👻,bully
c63d1666-fb35-4511-a28b-a159eff0ed5d,I'm just so *impressed* by your decisions. 🧇,bully
6cd293a9-e69a-47ff-8834-aca0f198a669,I applaud your... effort. ☀️,bully
76599e59-71f9-4a97-8571-452e01e56aaf,"Honestly, I'm just tired of explaining. 👻",bully
145fba79-6683-4ed9-97d3-d1a8c699490e,You make it look so easy... to fail. 😓,bully
efa4f76f-733d-44ba-9f77-2a06cfebebdd,I'm a bit overwhelmed with the workload. 😬,not bully
7ba99745-179a-4729-8909-8ec7139c3b63,Why are you still here? ⛓️,bully
513174d0-2dd2-42b2-9bdc-4fa36ef36994,Trying to stay positive. 🥇,not bully
1e6114da-2b54-45de-be36-891e3dcceeb4,Keep smiling! 🍌,not bully
ad16af30-0f27-4892-ab75-cfd65bd00a3a,You're impossible. 🤨,bully
5f57c839-cf32-4612-af4c-b5aad49e67ec,You're an absolute mess. 💢,bully
ab48c824-625e-4553-8293-df40af4164c0,Thanks for all your help. 🥘,bully
15bff0e2-ab21-4fc9-b15e-c85c88f0a7e0,Just breathing and taking it easy. 🍉,not bully
924da99b-aba2-4c72-834b-a8b05328c61e,Absolutely wonderful. 🍐,not bully
96316477-89bd-49f8-a3f5-ce4768eb2901,I completely understand. 🍣,not bully
30dceeda-67ae-4b6a-b1fe-b5087ebec0c9,Just trying to relax. 🍦,not bully
4c9aff4e-56b4-42f2-9185-1265008d2a70,It's a pleasure to collaborate. 🧇,not bully
6fee8814-5393-45af-adc7-59215f3edff0,We're all in this together! 🍼,not bully
1b7b5bce-407b-479f-889b-baa62b91d5c7,"You're so annoying, I can't stand it. 👻",bully
ee7f74fc-e1f6-45c7-ac75-d9eed6894050,Maybe this isn't for you. 😟,bully
39cdd694-984c-4e31-b091-f1c141e21aa3,I'm unsure about the next steps. 🔪,not bully
12e73179-afd0-4b5e-b884-f055ab9c9fc1,The budget seems a bit tight. 😓,not bully
ad859808-e7d2-481b-97dd-cdc7ee7a1aaf,Wishing you all the best! 🍥,not bully
345fe80f-17bb-4755-a65b-b26a4c899249,"You're a real genius, aren't you? 🍳",bully
1a06a070-74c4-428c-91ed-d04f7a264947,This is why we can't have nice things. 🙄,bully
7d286432-e0af-477f-b39a-496022e3f7d2,Such a thoughtful gift. 😆,not bully
d98eb973-2a90-431f-a7a9-95f60df60f6a,Just shut up. 😵,bully
1d01c037-11ad-4ef1-a3ec-d3b5cc5a2407,I'm having some trouble with this. 😓,not bully
bafbd6ec-2f1a-4b46-8f08-1a0adb87f78a,A masterpiece of incompetence. 💫,bully
b7123b8e-f0d5-426d-baf6-24bde43bbd13,Why are you even alive? 😡,bully
5eee5146-943a-49e5-ab1e-bc0e407dab49,Hoping for good news. 😌,not bully
6c8f08ae-6670-4ca3-bd7c-415c2644b8d9,You're a shining example... of what not to do. 🍲,bully
249f7a06-d79f-46d6-a0e5-6b722360b92f,Such a valuable contribution. 💪,bully
df3a9820-e8f1-4f23-90aa-aa1f493b6e2b,You're making great strides. 🍑,not bully
d8172117-8992-4f20-8d6b-f69b942a1753,Please feel free to ask questions. 🍼,not bully
51dcde00-6b7a-4ec8-99e2-621585498af0,Sometimes things are just hard. 👿,not bully
4bbd8c1d-0fe5-43d5-b0b8-f71c41f52fbd,Sending positive vibes! 🫙,not bully
dcad672d-a1d8-4726-a72c-7a7b5135c067,I applaud your... effort. 🥄,bully
7b6f3f41-c9e2-4110-bc96-9bea4c0ed0ca,You've really raised the bar... downwards. 🍉,bully
78fe8899-3db8-4ac3-9451-32753fcee300,That's an excellent idea. ☀️,not bully
02957bbd-4072-43dc-b810-636b81c1f658,I'm looking forward to a fresh start. 💯,not bully
3aefbf81-637c-413f-856e-64207e001d2d,Classic you. 😏,bully
e495486f-fa8c-46b4-8ae7-2114d751de46,You're too stupid to understand. ❔,bully
c811dc10-af33-48ce-8560-8df47dd224a2,Get out of my sight. 👻,bully
4509d52c-ca66-4e7e-b4ac-f452a55232e8,You're a disgrace to humanity. 💢,bully
97152eab-bc5e-437a-bdfa-86ceffb23321,This is why we can't have nice things. 🚷,bully
e51e354c-1211-40ee-8839-8ae8e2799fe3,I completely understand. 🌰,not bully
08e99350-1e02-4f00-b042-47cca11cb4a2,It's a pleasure to collaborate. 🥑,not bully
c9dbcc8f-b6eb-437e-bbe7-258443f1f79d,You're a disgrace. 😖,bully
89ab6c4d-8a39-4f05-b81b-3f45bcb69087,Thanks for all your help. 🍇,bully
c0a102a7-63be-42b2-a198-652f9fff5716,"Feeling a bit down, but I'll get through it. 🧀",not bully
fa8b321a-6eab-4af5-8df7-cbeb1db52dc9,"I'm speechless, truly. 🥚",bully
082e0e2d-24f0-4c7b-a99e-b6fa75cde8bd,It's for your own good. ⛔,bully
b9a63bfb-9cc3-4c49-b72a-ecf221b24563,Such a valuable contribution. 🥃,bully
cfc25aba-5c68-4274-aa40-2dd14e12675d,Why are you still here? 😨,bully
a6fcc238-abf6-4ea9-826c-1b86b6740c06,You're pathetic and weak. ‼️,bully
06ebcf4c-c0a3-4cdf-b611-8a6c864a43f2,A masterpiece of incompetence. 🫑,bully
6e7d5d71-0696-4b0a-94cc-a25d31a744e5,I'm trying my best. 🥫,not bully
fa88157a-8119-490d-a3f6-8cf5d017269f,Feeling a bit overwhelmed. 🫤,not bully
7ee9e5cf-7016-435a-aa43-7e3c99309b00,I'm disgusted by you. 🚫,bully
ac14d588-ea88-4f0c-ad89-ef387637f8f5,Couldn't have done it better myself. 🧀,bully
8ea83163-c82d-4c15-9613-bdc74f6dd003,"You're a real genius, aren't you? 🍣",bully
0c7c286a-4252-4eac-9c72-7b0433ff79ff,You've exceeded expectations. 🍔,not bully
4a6403dd-d6ab-4e8e-9d46-2030fab60d4f,Your existence is an insult. 🤕,bully
8e953bae-4065-4feb-a779-bd3778ecaa9f,Your insights are truly enlightening. 🥞,bully
b6b1e582-1eb9-4f6e-86b0-d915aaacc3d2,Maybe this isn't for you. 🫥,bully
43ad6f45-37f6-4714-8654-82823af34efe,I'm grateful for everything. 🍩,not bully
cdef1eba-5541-4593-831f-64c7096d76ea,You're just not getting it. 🛑,bully
8590925b-a07f-4f4c-a9d4-88a5a861dd62,You're always causing problems. 🗯️,bully
0356ecc3-9065-44e9-b187-8e07094c27ae,"Wow, impressive work. Truly. ☕",bully
966615a4-a075-447c-8d0f-4f481613aa27,"It's a process, but I'm learning. 🍿",not bully
c3c9bc0e-4b89-47cd-9126-1f2ecaffcd53,Go cry about it. 🤕,bully
9a1773ca-6b8e-4fc6-a12d-b305587abf7f,You should just quit. 🤢,bully
43254bbf-5f17-4194-a5b8-478c60b57ff7,Hope everything goes well. 🫑,not bully
569928c1-c303-483e-ba9e-cfac48ea5a3b,I noticed a discrepancy in the data. 😑,not bully
7a086091-ef07-4b04-bb19-36c5eb0b3f9f,I'm really impressed. 🍑,not bully
65dac079-5fd2-4e00-afc0-16e45224db3a,It's for your own good. 🙄,bully
2638615d-886b-480d-bfea-53083d1ff9ab,Please feel free to ask questions. 🥓,not bully
3c125803-44e5-4523-97b9-0d9159633f5c,I'm disgusted by you. 👾,bully
32566fa2-d07d-4fd6-8fa0-d1196d293225,What a creative solution! 🍄,not bully
a8b50738-1a94-4047-8969-6d78ef378382,Don't pretend you don't know. 😩,bully
7858e686-76c6-4b5a-adb9-bb56707dcfb3,I'm so glad you're here to help. 🥳,bully
8b327f90-4c9c-4f51-9c81-c75654061908,I'm here to support you. 🧇,not bully
